COD_ORGAO, SGL_ORGAO, MES, ANO, COD_UNIDADE_GOV, SGL_UNIDADE_GOV, COD_FONTE_RECURSO, NOM_FONTE_RECURSO, COD_NATUREZA, VL_ARRECADADA 
"24404","FUNCEP","1","2018","244041","FUNCEP         ","270000000","Recursos Diretamente Arrecadados","13210011","619.48"
"24404","FUNCEP","1","2018","244041","FUNCEP         ","224000195","Convênio SEIDS/BNDES/APL - 09.2.1470.1/2010","13210011","4635.44"
"21402","FUNDECON","1","2018","214021","FUNDECON       ","270000000","Recursos Diretamente Arrecadados","13210011","1816.55"
"24401","FUNDECRIA","1","2018","244011","FUNDECRIA      ","250000000","Recursos de Patrocínios","13210011","3509.34"
"32401","FUNDEMA/SE","1","2018","324011","FUNDEMA        ","270000000","Recursos Diretamente Arrecadados","13210011","11.63"
"32401","FUNDEMA/SE","1","2018","324011","FUNDEMA        ","270000000","Recursos Diretamente Arrecadados","11220111","800"
"24402","FUNDEPROI","1","2018","244021","FUNDEPROI      ","250000000","Recursos de Patrocínios","13210011","1158.16"
"16403","FUNDODEAVAL","1","2018","164031","FUNDO DE AVAL  ","270000000","Recursos Diretamente Arrecadados","16100111","1265.13"
"16403","FUNDODEAVAL","1","2018","164031","FUNDO DE AVAL  ","270000000","Recursos Diretamente Arrecadados","13210011","22474.72"
"32402","FUNERH","1","2018","324021","FUNERH         ","270000000","Recursos Diretamente Arrecadados","11220111","13251.89"
"32402","FUNERH","1","2018","324021","FUNERH         ","270000000","Recursos Diretamente Arrecadados","13210011","1841.19"
"22401","FUNESP","1","2018","224011","FUNESP         ","270000000","Recursos Diretamente Arrecadados","19100111","185020.06"
"22401","FUNESP","1","2018","224011","FUNESP         ","270000000","Recursos Diretamente Arrecadados","13210011","4119.69"
"22401","FUNESP","1","2018","224011","FUNESP         ","270000000","Recursos Diretamente Arrecadados","16100111","463.58"
"22401","FUNESP","1","2018","224011","FUNESP         ","270000000","Recursos Diretamente Arrecadados","19909911","36151.99"
"22401","FUNESP","1","2018","224011","FUNESP         ","270000000","Recursos Diretamente Arrecadados","16100311","2247848.51"
"22401","FUNESP","1","2018","224011","FUNESP         ","270000000","Recursos Diretamente Arrecadados","11220111","54152.21"
"19402","FUNTEC","1","2018","194021","FUNTEC         ","105000000","Fundo Estadual para o Desenvolvimento Científico e Tecnológico","19229911","12655.19"
"21401","FUPEN","1","2018","214011","FUNPEN         ","232000000","Transferência de Recursos do Fundo Penitenciário Nacional","17189911","5870735.64"
"21401","FUPEN","1","2018","214011","FUNPEN         ","232000000","Transferência de Recursos do Fundo Penitenciário Nacional","24189911","10165144.29"
"21401","FUPEN","1","2018","214011","FUNPEN         ","270000000","Recursos Diretamente Arrecadados","13210011","2800.77"
"21401","FUPEN","1","2018","214011","FUNPEN         ","270000000","Recursos Diretamente Arrecadados","19100111","11868.49"
"21401","FUPEN","1","2018","214011","FUNPEN         ","232000000","Transferência de Recursos do Fundo Penitenciário Nacional","13210011","314651.71"
"15204","IPESAUDE","1","2018","152041","IPESAUDE       ","270000000","Recursos Diretamente Arrecadados","16300211","8618509.51"
"15204","IPESAUDE","1","2018","152041","IPESAUDE       ","101000000","Tesouro - Recursos Ordinários","76300211","38937.97"
"15204","IPESAUDE","1","2018","152041","IPESAUDE       ","101000000","Tesouro - Recursos Ordinários","16300211","58648.99"
"15204","IPESAUDE","1","2018","152041","IPESAUDE       ","270000000","Recursos Diretamente Arrecadados","19909911","160"
"15204","IPESAUDE","1","2018","152041","IPESAUDE       ","270000000","Recursos Diretamente Arrecadados","13210011","9659.03"
"15204","IPESAUDE","1","2018","152041","IPESAUDE       ","270000000","Recursos Diretamente Arrecadados","76300211","7411562.37"
"19202","ITPS","1","2018","192021","ITPS           ","224005002","Convênio COOPERAÇÃO TECNICA FINANCEIRA - INMETRO - 24/2013","24181091","3100000"
"19202","ITPS","1","2018","192021","ITPS           ","224005002","Convênio COOPERAÇÃO TECNICA FINANCEIRA - INMETRO - 24/2013","17181091","1884698.81"
"19202","ITPS","1","2018","192021","ITPS           ","270000000","Recursos Diretamente Arrecadados","16100411","54333.14"
"19201","JUCESE","1","2018","192011","JUCESE         ","270000000","Recursos Diretamente Arrecadados","11220111","402946"
"11000","MPE","1","2018","114011","FEMP           ","270000000","Recursos Diretamente Arrecadados","13210011","3516.75"
"11000","MPE","1","2018","114011","FEMP           ","270000000","Recursos Diretamente Arrecadados","13100111","1877.89"
"11000","MPE","1","2018","114011","FEMP           ","270000000","Recursos Diretamente Arrecadados","19100811","1500"
"11000","MPE","1","2018","111011","MPE            ","101000000","Tesouro - Recursos Ordinários","19220611","4585.5"
"11000","MPE","1","2018","111011","MPE            ","270000000","Recursos Diretamente Arrecadados","19100111","2673.15"
"11000","MPE","1","2018","111011","MPE            ","250000000","Recursos de Patrocínios","13210011","3362.62"
"11000","MPE","1","2018","111011","MPE            ","101000000","Tesouro - Recursos Ordinários","13210011","206.22"
"11000","MPE","1","2018","111011","MPE            ","270000000","Recursos Diretamente Arrecadados","13210011","719.53"
"10000","PGE","1","2018","101011","PGE            ","270000000","Recursos Diretamente Arrecadados","19909911","131972.11"
"10000","PGE","1","2018","101011","PGE            ","270000000","Recursos Diretamente Arrecadados","13210011","512.34"
"25000","PM/SE","1","2018","251011","PMSE           ","270000000","Recursos Diretamente Arrecadados","11210111","2006593.01"
"25000","PM/SE","1","2018","251011","PMSE           ","270000000","Recursos Diretamente Arrecadados","11220111","54151.95"
"25000","PM/SE","1","2018","251011","PMSE           ","270000000","Recursos Diretamente Arrecadados","19909912","31146.59"
"25000","PM/SE","1","2018","251011","PMSE           ","270000000","Recursos Diretamente Arrecadados","19100111","431127.12"
"25000","PM/SE","1","2018","251011","PMSE           ","270000000","Recursos Diretamente Arrecadados","13210011","2853.49"
"14301","PRONESE","1","2018","143011","PRONESE        ","101000000","Tesouro - Recursos Ordinários","19909911","6154.69"
"14301","PRONESE","1","2018","143011","PRONESE        ","224000092","Convênio CAPACITAÇÃO DOS AGENTES EXECUTORES DO PNC - 707361/2009","13210011","62.12"
"14301","PRONESE","1","2018","143011","PRONESE        ","270000000","Recursos Diretamente Arrecadados","13210011","23.54"
"24202","RENASCER","1","2018","242021","RENASCER       ","224005046","Convênio UNIDADE DE MEDIDA SOCIOEDUCATIVA - 806073/2014","17181091","4000000"
"15000","SEAD","1","2018","151041","SEAD           ","224005107","Convênio ACESSO À ÁGUA PARA O CONSUMO HUMANO E ANI - 851092/2017","13210011","7847.97"
"15000","SEAD","1","2018","151041","SEAD           ","101005107","Contrapartida do Convênio ACESSO À ÁGUA PARA O CONSUMO HUMANO E ANI - 851092/2017","13210011","81.68"
"15000","SEAD","1","2018","151041","SEAD           ","270000000","Recursos Diretamente Arrecadados","13210011","532.49"
"15000","SEAD","1","2018","151041","SEAD           ","101000000","Tesouro - Recursos Ordinários","19239911","81016.93"
"15000","SEAD","1","2018","151041","SEAD           ","224005107","Convênio ACESSO À ÁGUA PARA O CONSUMO HUMANO E ANI - 851092/2017","24181091","3000000"
"17000","SEAGRI","1","2018","171011","SEAGRI         ","101000000","Tesouro - Recursos Ordinários","13210011","539.91"
"17000","SEAGRI","1","2018","171011","SEAGRI         ","291000399","DOM TÁVORA - PROJ. DESENV. NEGOCIOS RURAIS PEQUENO PRODUTORES - EMP. I-883 - BR","13210011","17236.88"
"17000","SEAGRI","1","2018","171011","SEAGRI         ","224005029","Convênio COLONIAS AGRÍCOLAS - 794325/2013","13210011","2182.46"
"17000","SEAGRI","1","2018","171011","SEAGRI         ","224000310","Convênio SISTEMA DE ABASTECIMENTO DE ÁGUA - 27/2012-MI","13210011","14200.21"
"17000","SEAGRI","1","2018","171011","SEAGRI         ","120005029","Contrapartida do Convênio COLONIAS AGRÍCOLAS - 794325/2013","13210011","222.99"
"17000","SEAGRI","1","2018","171011","SEAGRI         ","291000384","BIRD - COMBATE A POPREZA RURAL - PCPR II - 7595-BR","13210011","19.45"
"24000","SEASC","1","2018","241131","SEASC          ","224000354","Convênio PROGRAMA DO SEGURO-DESEMPREGO - 776598/2012","13210011","484.15"
"24000","SEASC","1","2018","241131","SEASC          ","270000000","Recursos Diretamente Arrecadados","19909911","720"
"24000","SEASC","1","2018","241131","SEASC          ","270000000","Recursos Diretamente Arrecadados","13210011","9.14"
"24000","SEASC","1","2018","241131","SEASC          ","224005088","Convênio PROGRAMA DE AQUISIÇÃO DE ALIMENTOS, PACTO - 837545/2016","13210011","1637.48"
"24000","SEASC","1","2018","241131","SEASC          ","224005008","Convênio ECONOMIA SOLIDÁRIA -","13210011","4243.75"
"24000","SEASC","1","2018","241131","SEASC          ","224005074","Convênio PROMOVER CURSO DE FORMAÇÃO CONTINUADA PAR - 821498/2015","13210011","753.94"
"27000","SECULT","1","2018","271011","SECULT         ","101005102","Contrapartida do Convênio MODERNIZAÇÃO DA ORQUESTRA SINFÔNICA DE SE - 842588/2016","13210011","57.54"
"27000","SECULT","1","2018","271011","SECULT         ","101005105","Contrapartida do Convênio PREMIO LEOZIRIO GUIMARÃES - 836334/2016","13210011","23.04"
"27000","SECULT","1","2018","271011","SECULT         ","224005102","Convênio MODERNIZAÇÃO DA ORQUESTRA SINFÔNICA DE SE - 842588/2016","13210011","973.71"
"27000","SECULT","1","2018","271011","SECULT         ","101000000","Tesouro - Recursos Ordinários","19909911","1.91"
"27000","SECULT","1","2018","271011","SECULT         ","101000000","Tesouro - Recursos Ordinários","13210011","38.47"
"19000","SEDETEC","1","2018","191051","SEDETEC        ","224005069","Convênio IMPLANTAÇÃO E MANUTENÇÃO DO CENTRO VOCACI - 822705/2015","13210011","4169.98"
"19000","SEDETEC","1","2018","191051","SEDETEC        ","101005069","Contrapartida do Convênio IMPLANTAÇÃO E MANUTENÇÃO DO CENTRO VOCACI - 822705/2015","13210011","106.92"
"19000","SEDETEC","1","2018","191051","SEDETEC        ","120005041","Contrapartida do Convênio PROGRAMA ENSINO MEDIO INOVADOR - 67/2013","13210011","6.83"
"19000","SEDETEC","1","2018","191051","SEDETEC        ","224005041","Convênio PROGRAMA ENSINO MEDIO INOVADOR - 67/2013","13210011","112.08"
"18000","SEDUC","1","2018","181011","SEDUC          ","104000036","Contrapartida do Convênio CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO PROFISSI - 657637/2009","13210011","60.76"
"18000","SEDUC","1","2018","181011","SEDUC          ","103000000","Recursos para Ações do FUNDEB","17580111","69478371.64"
"18000","SEDUC","1","2018","181011","SEDUC          ","104000038","Contrapartida do Convênio PAR - 658362/2010","13210011","51.43"
"18000","SEDUC","1","2018","181011","SEDUC          ","104000040","Contrapartida do Convênio PAR - 658794/2009","13210011","265.56"
"18000","SEDUC","1","2018","181011","SEDUC          ","104000041","Contrapartida do Convênio PAR - 657632/2009","13210011","9.21"
"18000","SEDUC","1","2018","181011","SEDUC          ","104000042","Contrapartida do Convênio PAR - 700232/2008","13210011","1013.96"
